trade_date,source_rows,excluded_exchange_rows,all_active_rows,all_up_fraction,all_down_fraction,all_median_return,all_mean_return,all_down_amount_fraction,all_large_down_fraction,shanghai_active_rows,shanghai_up_fraction,shanghai_down_fraction,shanghai_median_return,shanghai_mean_return,shanghai_down_amount_fraction,shanghai_large_down_fraction
20211215,4712,144,4568,0.45862521891418562,0.50415936952714535,-0.00055800000000000001,0.0023914325744308225,0.52734746584425196,0.14995621716287216,2015,0.44367245657568238,0.51265508684863526,-0.00095399999999999999,0.0014209498759305207,0.5312197152821706,0.15434243176178661
20211216,4718,148,4570,0.65164113785557987,0.31575492341356676,0.0050760000000000007,0.0091699814004376351,0.33056821474834081,0.067833698030634576,2017,0.66782350024789294,0.29548834903321763,0.0054000000000000003,0.0088430495785820525,0.28183186822726858,0.06296479920674268
20211217,4712,142,4570,0.29562363238512035,0.67505470459518602,-0.0089814999999999999,-0.0074770783369803064,0.66712049673198925,0.29321663019693656,2017,0.29201784828953892,0.6707982151710461,-0.0082640000000000005,-0.0069945483391175012,0.66756066071348141,0.27565691621219635
20211220,4711,138,4573,0.30898753553465996,0.67133172971790944,-0.010938000000000002,-0.0099932836212551935,0.67680030656095658,0.35643997375902031,2019,0.32887568103021297,0.64933135215453197,-0.0089680000000000003,-0.008078238732045568,0.65168502048487009,0.32441802872709263
20211221,4713,141,4572,0.79286964129483817,0.19597550306211722,0.01248,0.015741356517935259,0.28118544541564006,0.054680664916885391,2018,0.78245787908820619,0.20664023785926661,0.011006,0.014324650644202182,0.27951193636398014,0.05550049554013875
20211222,4718,142,4576,0.50983391608391604,0.46437937062937062,0.00088149999999999991,0.0051007878059440553,0.425310129465785,0.11669580419580419,2021,0.49876298861949531,0.47451756556160318,0,0.0043340554181098469,0.50323659634426121,0.11825828797624938
20211223,4722,139,4583,0.32860571677940215,0.65350207287802753,-0.0088780000000000005,-0.0046970778965742957,0.44514044131573416,0.2559458869735981,2023,0.35343549184379636,0.62333168561542263,-0.0068640000000000003,-0.0030532842313395949,0.3950079619248264,0.21453287197231835
20211224,4728,142,4586,0.22459659834278239,0.76122982991713917,-0.018381999999999999,-0.016403151112080246,0.66399569108201639,0.47710423026602705,2025,0.23407407407407407,0.7491358024691358,-0.015582,-0.013671250864197529,0.64531461948612145,0.41629629629629628
20211227,4732,145,4587,0.59407019838674513,0.3764988009592326,0.0040980000000000001,0.0045738282101591447,0.45347767098002661,0.13385655112273817,2024,0.5805335968379447,0.38537549407114624,0.0032840000000000005,0.0038624930830039525,0.48971637818339819,0.12994071146245059
20211228,4730,140,4590,0.59978213507625278,0.3738562091503268,0.0045924999999999994,0.0063514366013071883,0.36290655937739097,0.10675381263616558,2027,0.56832757770103604,0.40453872718302913,0.00313,0.0045208544647261963,0.39652105727875708,0.11149481993093241
